Some(3854433118590572	每次购物结束总是会觉得少买了一件，大家是不是和我一样<i class="face face_1 icon_20">[doge]</i>[纠结][纠结]天猫<a class="k" href="/k/%E7%9C%9F%E6%96%B0%E4%BE%BF%E5%AE%9C?from=feed">#真新便宜#</a> ！还有哦，今天晚上，<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>等大家～～[羞嗒嗒]今天先穿我们长留学院滴校服出来转转[杰克逊]	1259110474	赵丽颖	iPhone 6	06-16 18:52	null	null	23334	8782	136675	[4b0c804ajw1et64djzz3hj20dw0om41v]	真新便宜 花千骨
3857227699845357	转发微博	2647857341	猪哎小然	iPhone 5s	1分钟前	3857216492900383	null	0	0	0	[]	花千骨
3857170125209033	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8%E8%B5%B5%E4%B8%BD%E9%A2%96?from=feed">#花千骨赵丽颖#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 昨晚没跟上大部队的亲们记得移步爱奇艺、搜狐、土豆、PPTV和腾讯视频支持网络点击率哦。今晚22:00湖南卫视小骨头即将展开绝情殿之笨徒弟的日常<i class="face face_1 icon_20">[doge]</i>骨头在绝情殿等你哦<a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a> <a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%B7%A5%E4%BD%9C%E5%AE%A4">@赵丽颖工作室</a> <a href="/n/%E5%BC%A0%E8%B6%8A%E5%AE%B6%E5%B0%B1%E6%98%AF%E4%BA%8C%E5%87%A4">@张越家就是二凤</a> <a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%90%A7%E5%BE%AE%E5%8D%9A">@赵丽颖吧微博</a> <a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%85%A8%E7%90%83%E7%B2%89%E4%B8%9D%E5%90%8E%E6%8F%B4%E4%BC%9A">@赵丽颖全球粉丝后援会</a> <a href="/n/%E7%94%B5%E8%A7%86%E5%89%A7%E8%8A%B1%E5%8D%83%E9%AA%A8">@电视剧花千骨</a> <a href="/n/%E5%94%90%E4%B8%BD%E5%90%9B">@唐丽君</a>	3083672942	赵丽颖微吧	微博 weibo.com	今天 08:08	null	null	61	25	218	[b7cd1d6egw1eteidyz0ypj21hc0u07as,b7cd1d6egw1eteidzww86j21hc0u0wj6,b7cd1d6egw1eteie0gh85j21hc0u0jvx,b7cd1d6egw1eteie1sw4yj21hc0u043b,b7cd1d6egw1eteie2hozfj21hc0u0wjl,b7cd1d6egw1eteie3k06rj21hc0u0dkk,b7cd1d6egw1eteie4mf4fj21hc0u0wiz,b7cd1d6egw1eteie5b4nrj21hc0u0aej,b7cd1d6egw1eteiekltk8j21hc0u0wkv]	花千骨赵丽颖 花千骨
3857061891099474	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>湊湊熱鬧表示我很喜歡這電視劇很很很很喜歡男主 太帥了 深情的小眼神！！！！又多了個小老公 嘿嘿嘿 趙麗穎也喜歡 可愛可愛 嘿嘿嘿	1735282951	chaiwofong	iPhone 6	今天 00:57	null	null	8	236	846	[]	花千骨
3857226962200317	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a><a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a><a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a>求<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a>，我的宫铃也掉了，求帮捡帮带[羞嗒嗒][尊上么么哒]	3190050754	为白子画正名_苍生灵月	iPhone 6 Plus	4分钟前	3857224269048534	null	0	0	1	[]	花千骨 霍建华白子画 尊上么么哒 你的宫铃掉了 上仙请收我为徒 上仙请收我为徒 你的宫铃掉了 花千骨 霍建华白子画 霍建华
3857227695650408	<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E5%8F%97%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请受我为徒#</a> <a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>  最爱小龙男的发带[噢耶][噢耶][噢耶]	3139398273	紫若若是紫颜颜	Android客户端	1分钟前	3857010686859308	null	0	0	0	[]	上仙请受我为徒 你的宫铃掉了 霍建华 霍建华白子画 花千骨 尊上么么哒 霍建华白子画 霍建华
3857227695508863	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>溢美阿胶糕，进驻实体店！！高大上的包装，一如既往的优良品质！！送礼必备佳品<i class="face face_1 icon_27">[鼓掌]</i><a class="k" href="/k/%E4%B8%89%E7%94%9F%E4%B8%89%E4%B8%96%E5%8D%81%E9%87%8C%E6%A1%83%E8%8A%B1?from=feed">#三生三世十里桃花#</a><a class="k" href="/k/%E5%B0%8F%E7%B3%AF%E7%B1%B3%E6%AD%A3%E9%9D%A2%E7%85%A7?from=feed">#小糯米正面照#</a><a class="k" href="/k/%E8%8C%83%E5%86%B0%E5%86%B0%E6%9D%8E%E6%99%A8%E9%A2%86%E8%AF%81?from=feed">#范冰冰李晨领证#</a><a class="k" href="/k/%E8%BA%BA%E7%9D%80%E4%B9%9F%E8%83%BD%E7%98%A6?from=feed">#躺着也能瘦#</a>	2086029011	徒手瘦脸师	iPhone 6 Plus	1分钟前	null	null	0	0	0	[7c5646d3jw1etf1lamrttj20k00zkadg,7c5646d3jw1etf1lc8ok8j20k00zkgos,7c5646d3jw1etf1lbdoeij20k00zk77p,7c5646d3jw1etf1lcutbbj20zk0k00we]	花千骨 三生三世十里桃花 小糯米正面照 范冰冰李晨领证 躺着也能瘦
3857211929056003	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E9%9C%B8%E9%81%93%E6%9A%96%E5%90%9B%E6%9D%80%E9%98%A1%E9%99%8C?from=feed">#霸道暖君杀阡陌#</a>看这眼神，转换的如此快，都是戏呀。对别人，对下属，从来不曾和颜悦色，唯独对她一人，含情脉脉，温言细语。<i class="face face_3 icon_17">[太阳]</i><i class="face face_3 icon_17">[太阳]</i><i class="face face_3 icon_17">[太阳]</i>还有。。。这对招风耳也挺可爱哒。<i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_4">[爱你]</i>	3271769530	Guo享邑	Android客户端	今天 10:54	null	null	2	1	18	[c3033dbajw1etezs1avvzj20qo0f0jwd,c3033dbajw1etezs3tlg3j20qo0f0q7s,c3033dbajw1etezs5w5vwj20qo0f0tdm]	花千骨 霸道暖君杀阡陌
3857227691455579	<i class="face face_1 icon_4">[爱你]</i>	2561876031	哀色_淡年	索尼Xperia Z1炫彩版	1分钟前	3857220393282029	null	0	0	0	[]	花千骨 杀阡陌
3856959730083171	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>今晚仙剑大会，轻水表示很紧张<i class="face face_2 icon_10">[委屈]</i><i class="face face_2 icon_10">[委屈]</i><i class="face face_2 icon_10">[委屈]</i>	1171345731	鲍天琦	iPhone 6 Plus	06-23 18:12	null	null	56	284	1182	[45d15143jw1ete6siww6ij218g0p0th3,45d15143jw1ete6sijh3uj218g0p0doc]	花千骨
3857227687707417	转发微博	2619517361	vivi开不了口	iPhone 6 Plus	1分钟前	3854499284431099	null	0	0	0	[]	花千骨
3857037794692534	<a class="k" href="/k/%E9%9C%B8%E9%81%93%E6%9A%96%E5%90%9B%E6%9D%80%E9%98%A1%E9%99%8C?from=feed">#霸道暖君杀阡陌#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E9%A9%AC%E5%8F%AF%E6%9D%80%E9%98%A1%E9%99%8C?from=feed">#马可杀阡陌#</a>我想知道有多少人像我一样是冲着霍建华白子画去看的“花千骨”，却爱上了马可杀阡陌姐姐…<i class="face face_2 icon_1">[思考]</i><i class="face face_2 icon_1">[思考]</i><i class="face face_2 icon_1">[思考]</i>？？？	5173409486	刘佩娟-	Android客户端	06-23 23:22	null	null	132	129	1039	[005E768ujw1etefrwc0kfj30sg0lc769,005E768ujw1etefry70irj30qo0zk41z,005E768ujw1etefrzhsvwj30no0zk76s,005E768ujw1etefs082utj30k00b9mxo,005E768ujw1etefs15xwij30k00dct9x,005E768ujw1etefs27cevj30k00dcabh,005E768ujw1etefs3pwy2j30p00gnq4r,005E768ujw1etefs4flj2j30k00o0jsr,005E768ujw1etefs6tem4j30no0zkwjn]	霸道暖君杀阡陌 花千骨 马可杀阡陌
3856820823515217	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 本虫又来曝图啦！“绝情殿的暧昧日常”<i class="face face_1 icon_3">[哈哈]</i> 本周尊上不仅破例收骨头娘亲为此生唯一弟子，更手把手教弹琴、教武功，外表高冷的白子画虽严厉教学，但也默许了娘亲将绝情殿装扮得生机盎然，更是同意每天都陪娘亲吃饭[好爱哦]好暖好暖噢~ <a href="/n/%E5%8D%8E%E6%9D%B0%E5%B7%A5%E4%BD%9C%E5%AE%A4">@华杰工作室</a><a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a><a href="/n/%E5%94%90%E4%B8%BD%E5%90%9B">@唐丽君</a><a href="/n/%E6%85%88%E6%96%87%E4%BC%A0%E5%AA%92">@慈文传媒</a><a href="/n/%E7%88%B1%E5%A5%87%E8%89%BA%E7%94%B5%E8%A7%86%E5%89%A7">@爱奇艺电视剧</a>	5099675590	电视剧花千骨	微博 weibo.com	06-23 09:00	null	null	3031	1792	8316	[005z7IA6jw1etdpnq5i5zj30qe0eutby,005z7IA6jw1etdpoj26xxj30qe0eutcd,005z7IA6jw1etdpokuc0tj30qe0euadb,005z7IA6jw1etdpoo2dngj30qe0eudi9,005z7IA6jw1etdpop6uokj30qe0eu0wq]	花千骨
3856890490814501	<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a> [尊上么么哒][尊上么么哒][尊上么么哒] <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>	1918601565	霍建华贴吧	360安全浏览器	06-23 13:36	3856889572410119	null	74	53	898	[]	尊上么么哒 霍建华白子画 花千骨 尊上么么哒 霍建华白子画 花千骨
3857226752558574	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a href="/n/%E7%8D%A8%E7%84%A1%E6%B6%99">@獨無涙</a> <a href="/n/%E8%A1%8C%E5%88%B0%E6%B0%B4%E7%A9%B7%E5%A4%84yq">@行到水穷处yq</a> <a href="/n/%E5%B4%94%E5%AD%90%E5%8D%83CZQ">@崔子千CZQ</a> <a href="/n/%E5%9C%9F%E8%B1%86%E7%94%B5%E8%A7%86%E5%89%A7">@土豆电视剧</a>  //<a href="/n/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E8%B4%B4%E5%90%A7">@霍建华贴吧</a>:<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> 转发微博赢尊上Q版杯子喽~ 想让尊上陪你度过每一天吗？快来参与活动<i class="face face_1 icon_26">[色]</i>[尊上么么哒][尊上么么哒] <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a>	3872318495	雪染白长头发	iPhone客户端	5分钟前	3857217998111014	3857223191577497	0	2	0	[]	花千骨 上仙请收我为徒 霍建华白子画 霍建华 花千骨 霍建华
3857017867481314	<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a> 马上就要开始喽[尊上么么哒][尊上么么哒][尊上么么哒]	5578166488	长留上仙_白子画	微博 weibo.com	06-23 22:03	3856881859005619	null	137	61	285	[]	尊上么么哒 尊上么么哒 花千骨
3857209156968609	周二50城收视率：<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>收视1.573，市场份额8.988；<a class="k" href="/k/%E5%81%8F%E5%81%8F%E5%96%9C%E6%AC%A2%E4%BD%A0?from=feed">#偏偏喜欢你#</a>收视1.551，市场份额4.564<i class="face face_3 icon_5">[good]</i><i class="face face_2 icon_24">[心]</i>大家最近在追剧吗？<i class="face face_1 icon_26">[色]</i>	3022787077	芒果捞小丸子		今天 10:43	null	null	26	53	214	[b42c1205jw1etezfuc8eij21000z2jy5,b42c1205jw1etezfv4et5j20hi0pkad3,b42c1205jw1etezfnyi8sg20ic0b2nl5,b42c1205jw1etezfp119rj20p00dvgpi,b42c1205jw1etezfy8lhhj20lo0uh7bk,b42c1205jw1etezfsfwglj20oj0vwdkn,b42c1205jw1etezfpn6i1j20g60ng3zs,b42c1205jw1etezfrh6amj20wx1e0thq,b42c1205jw1etezfzimsnj20fa0v9n24]	花千骨 偏偏喜欢你
3857227687119167	<a class="k" href="/k/%E4%B8%83%E6%9D%80?from=feed">#七杀#</a>首战出师不利，我绝不悔拜杀阡陌为师！本周未能赢取掌门表情！可我将与同门领取<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a>任务搞搞破坏，让长留知道我们的厉害！<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>每周二周三湖南卫视，与你相约，等待盛放！<a data-url="http://t.cn/R26Tra0" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fm.weibo.cn%2Fapp%2F143322577671660191%3Fshare_menu%3D1%26sinainternalbrowser%3Dtopnav%26location%3D35&ep=Co0KItS1h%2C1573711533%2CCo0KItS1h%2C1573711533" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">花千骨</span></a>	1573711533	菲拉斐尔FILAPHAEL	手机微博触屏版	1分钟前	null	null	0	0	0	[]	七杀 尊上么么哒 花千骨
3857177326095704	[花痴][花痴] //<a href="/n/%E5%8F%96%E6%AC%A1%E8%8A%B1%E4%B8%9B%E6%87%92%E5%9B%9E%E9%A1%BE_%E5%8D%8A%E7%BC%98%E4%BF%AE%E9%81%93%E5%8D%8A%E7%BC%98%E4%BB%99">@取次花丛懒回顾_半缘修道半缘仙</a>:<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E4%B8%8D%E5%A8%B6%E4%BD%95%E8%80%BD?from=feed">#不娶何耽#</a> //<a href="/n/%E5%AE%89%E7%81%B5%E7%81%B5_">@安灵灵_</a>:<a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>以颜开山<i class="face face_1 icon_19">[笑cry]</i><a class="k" href="/k/%E8%AE%BA%E9%A2%9C%E5%80%BC%E7%9A%84%E9%87%8D%E8%A6%81%E6%80%A7?from=feed">#论颜值的重要性#</a>/主要原po这两张图……说实话我好久没对霍总有这种心里猛一颤的感觉了，这两张简直像从画里走出来的仙人一样。	1697737433	洛音凡	iPhone客户端	今天 08:36	3857054794436132	3857069642222693	4	0	2	[]	尊上么么哒 霍建华白子画 花千骨 不娶何耽 霍建华 论颜值的重要性 花千骨 尊上么么哒 霍建华白子画 帅裂苍穹
3857227683455677	//<a href="/n/%E4%BA%91%E8%88%92_%E5%BD%92%E5%8E%BB%E6%9D%A5%E5%85%AE">@云舒_归去来兮</a>:<a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a>花千骨拜师也上热搜了哦，小棠的mv在精选里<i class="face face_1 icon_26">[色]</i><i class="face face_1 icon_26">[色]</i><i class="face face_1 icon_26">[色]</i>[尊上么么哒][尊上么么哒][尊上么么哒]	3983294752	颖mysunshine	小米手机3	1分钟前	3855434877886758	3857211912611736	0	0	0	[]	你的宫铃掉了 霍建华 霍建华白子画 霍建华 花千骨 霍建华白子画
3857227683454916	 //<a href="/n/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E8%B4%B4%E5%90%A7">@霍建华贴吧</a>:<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a> 师父好温柔<i class="face face_1 icon_15">[害羞]</i>[尊上么么哒]<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> <a class="k" href="/k/%E6%AD%A4%E7%94%9F%E5%8F%AA%E6%94%B6%E4%B8%80%E4%B8%AA%E5%BE%92%E5%BC%9F?from=feed">#此生只收一个徒弟#</a>	1846551945	布木布泰pp	iPhone客户端	1分钟前	3857214718716066	3857225606695199	0	0	0	[]	上仙请收我为徒 霍建华 你的宫铃掉了 花千骨 霍建华白子画 此生只收一个徒弟 花千骨 你的宫铃掉了
3857227683065976	<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E6%AD%A4%E7%94%9F%E5%8F%AA%E6%94%B6%E4%B8%80%E4%B8%AA%E5%BE%92%E5%BC%9F?from=feed">#此生只收一个徒弟#</a>[尊上么么哒][尊上么么哒][尊上么么哒][尊上么么哒]	2705440903	要做尊上徒弟弟-萌乔	微博 weibo.com	1分钟前	3857220829560064	null	0	0	0	[]	上仙请收我为徒 霍建华 你的宫铃掉了 花千骨 此生只收一个徒弟 偏偏喜欢你 花千骨
3857227679310455	<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>	2695116987	鹿小晗说他很MAN没呆过	iPhone 5s	1分钟前	3857214718716066	null	0	0	0	[]	花千骨 你的宫铃掉了
3857227679310132	//<a href="/n/%E8%8A%B1%E5%8D%83%E9%AA%A8%E5%89%A7%E5%90%A7%E5%BE%AE%E5%8D%9A">@花千骨剧吧微博</a>:<a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a><a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>仙界第一美男发饰配置当然少不得<i class="face face_1 icon_20">[doge]</i>，最苏始终是发带，当它随风飘啊飘主页君的心也在风中荡漾<i class="face face_1 icon_15">[害羞]</i>	5328814996	萧梦L	Android客户端	1分钟前	3857010686859308	3857220678724340	0	0	0	[]	霍建华 上仙请收我为徒 花千骨 尊上么么哒 霍建华白子画 霍建华
3857048590623411	我要去长留修仙了  你们继续高考吧再见	2831910163	Xiimiig	联想S820·要出色	今天 00:05	3857046200127555	null	0	3	3	[]	尊上么么哒 霍建华 花千骨 霍建华白子画
3857227678871009	//<a href="/n/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E8%B4%B4%E5%90%A7">@霍建华贴吧</a>:<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a> 师父好温柔<i class="face face_1 icon_15">[害羞]</i>[尊上么么哒]<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> <a class="k" href="/k/%E6%AD%A4%E7%94%9F%E5%8F%AA%E6%94%B6%E4%B8%80%E4%B8%AA%E5%BE%92%E5%BC%9F?from=feed">#此生只收一个徒弟#</a>	3711215533	时光珍藏的记忆	三星android智能手机	1分钟前	3857214718716066	3857225606695199	0	0	0	[]	上仙请收我为徒 霍建华 你的宫铃掉了 花千骨 霍建华白子画 此生只收一个徒弟 花千骨 你的宫铃掉了
3857227394090037	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8%E6%8B%9C%E5%B8%88?from=feed">#花千骨拜师#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8%E8%B5%B5%E4%B8%BD%E9%A2%96?from=feed">#花千骨赵丽颖#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>生为尊生，死为尊死[泪流满面]	3480999965	可妮兔爱布朗熊HO	OPPO智能手机	2分钟前	3857225774872947	null	0	0	1	[]	花千骨拜师 花千骨赵丽颖 花千骨 花千骨 花千骨赵丽颖
3857227104162588	把悉心看成恶心了……然后就觉得不对劲……直到看了两三遍才发现<i class="face face_2 icon_20">[拜拜]</i><i class="face face_2 icon_20">[拜拜]</i>	3909236005	仙侠奇缘之花千骨吧	OPPO R3	3分钟前	3857084258949590	null	1	0	4	[]	霍建华白子画 花千骨
3857227675058426	转发微博	3396354970	小泰苗	微博搜索	1分钟前	3857222113261928	null	0	0	0	[]	花千骨
3857227675058140	这个长得真不错<i class="face face_1 icon_9">[馋嘴]</i>	1952528907	参商不同时_	魅蓝note	1分钟前	3857190760934402	null	0	0	0	[]	花千骨 马可杀阡陌
3855213942830397	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E5%81%87%E5%A6%82%E8%8A%B1%E5%8D%83%E9%AA%A8%E6%9C%89%E6%9C%8B%E5%8F%8B%E5%9C%88?from=feed">#假如花千骨有朋友圈#</a>后续来了，很多小伙伴问我还有没有，我就在各处搜罗借用一下<i class="face face_1 icon_19">[笑cry]</i>感谢原博主和制作这个朋友圈的有才网友么么哒<i class="face face_2 icon_24">[心]</i>	2831188380	赵丽沙Lissa	iPhone 5s	06-18 22:34	null	null	411	154	742	[a8c0819cjw1et8m8oi5nxj20f00qojti,a8c0819cjw1et8m8p17p4j20f00qoabq,a8c0819cjw1et8m8p4lvyj20f00qoac0,a8c0819cjw1et8m8pp7aaj20f00qotak,a8c0819cjw1et8m8o4hxyj20db0nowgz,a8c0819cjw1et8m8q1r6fj20980p0myr,a8c0819cjw1et8m8qe7szj20dw0lg0v4]	花千骨 假如花千骨有朋友圈
3857157227638052	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>  霓漫天（李纯饰）：仙界蓬莱岛主的掌上明珠，自小学习仙术。从花千骨进入长留就一直和花千骨作对，喜欢落十一，是落十一的弟子。处处为难花千骨，也是她最先发现花千骨喜欢白子画。（与电视剧情不符）<a class="k" href="/k/%E5%8F%A4%E8%A3%85%E7%BE%8E%E5%9B%BE?from=feed">#古装美图#</a>	2296713882	丞相公子卿	OPPO智能手机	今天 07:16	null	null	0	3	32	[88e5129ajw1etethpxsv5j20u00j9jtu,88e5129ajw1etethqgmtkj20u00j7whe,88e5129ajw1etethqsxasj20j20pfmzb,88e5129ajw1etethr9h0uj209i0et0td,88e5129ajw1etethrnipfj20fa0a63z4,88e5129ajw1eteths16t0j20js0rqgoi,88e5129ajw1etethsii5qj20ja0u0n0n,88e5129ajw1etethss6g5j20900g0jsr,88e5129ajw1etetht9g60j20aq09m3yp]	花千骨 古装美图
3857227670861602	晚上追会剧吧！	5406371984	感恩sheep	iPhone 5s	1分钟前	3857174427872400	null	0	0	0	[]	张碧晨年轮 张碧晨 花千骨)
